Institution Code	Catalog Number	Scientific Name	Collector	Collector Num Prefix	Collector Num	Collector Num Suffix	early J date	late J date	Date Collected	County	Elevation	Locality	Latitude	Longitude	Datum	Link Back	
JEPS	JEPS127247	Azolla filiculoides	Lowell Ahart, John Dittes		21309		2457626	2457626	Aug 25, 2016	Tehama		Anderson River Park, 0.7 mile (air) upstream from Stillwater Creek Confluence, 1.8 miles (air) northeast of Balls Ferry Road exit from Interstate 5 in Anderson. Undesignated Section of San Buenaventura Land Grant.	40.470806	-122.261528	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=JEPS127247" target="_blank">View Details</a>	
JEPS	JEPS107680	Azolla filiculoides	Lowell Ahart		11703		2453475	2453475	04 14 2005	Butte	28 m	East of the railroad tracks, in the stream at the railroad bridge, north of Spruce Street, Gridley	39.375275	-121.698890	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=JEPS107680" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66203	Azolla filiculoides	Henry M. Pollard	s.n.			2437927	2437927	Sept. 19, 1962	Ventura		in Coyote Creek, ca. 1/4 mi. north of Ventura River bridge, Foster Park	34.359000	-119.316000	Terrain Nav. v. 8.7 (copied from SBBG34504)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66203" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC53694	Azolla filiculoides	John Thomas Howell; Gordon H. True		74884		2441119	2441119	June 16, 1971.	Kern	914 m	Sierra Nevada - Kelso Creek 7 miles south of Weldon	35.577738	-118.250915	GoogleEarth (copied from CAS656870)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC53694" target="_blank">View Details</a>	
JROH	JROH6	Azolla filiculoides	Lawrence J. Winship		16		2442368	2442368	11/16/1974	San Mateo		Jasper Ridge Biological Preserve, Stanford University. On and below Searsville Dam	37.407873	-122.245972	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=JROH6" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66230	Azolla filiculoides	Robert F. Thorne; P. Everett		35325		2438982	2438982	9 August 1965	Humboldt	3 m	Clam Beach County Park	40.996700	-124.113900	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66230" target="_blank">View Details</a>	
UCSB	UCSB61353	Azolla filiculoides	Parikh, Anuja; Gale, Nathan				2449521	2449521	1994-06-17	Santa Barbara	37 m	In bottom areas of created wetland site Wildflower Wetland	34.80811	-120.59861	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCSB61353" target="_blank">View Details</a>	
CHSC	CHSC90953	Azolla filiculoides	Lowell Ahart		11703		2453475	2453475	2005-04-14	Butte	28 m	East of the railroad tracks, in the stream at the railroad bridge, north of Spruce Street, Gridley.	39.375278	-121.698889	NULL	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC90953" target="_blank">View Details</a>	
RSA	RSA755370	Azolla filiculoides	Lowell A. Ahart		16412		2455113	2455113	2009-10-08	Butte	20m	In a deep large ditch on the east side of the road, about 20 yards east of Parking Lot 13, Gray Lodge Waterfowl Management Area, about 7 air miles southwest of Gridley.	39.308861	-121.837139	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA755370" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66241	Azolla mexicana	John Thomas Howell		34825		2436833	2436833	Sept. 21, 1959	Plumas	1066 m	Crescent Mills	40.096670	-120.909720	Geolocate (copied from CAS900923)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66241" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66236	Azolla filiculoides	Lowell Ahart		4850		2446149	2446149	March 24, 1985	Butte	100 - 100m m	south of Highway 70, at the intersection of Highway 70 and 191	39.601667	-121.618611	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66236" target="_blank">View Details</a>	
GH	GH376897	Azolla mexicana	William Rains				2442657	2442687	1975-09-01 - 1975-10-01	Unknown		Subaco Rd., Sacramento Valley	38.923760	-121.746540	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=GH376897" target="_blank">View Details</a>	
RSA	RSA709378	Azolla filiculoides	A. C. Sanders		27137		2452858	2452858	2003-08-06	Los Angeles	320m	Newhall Ranch, Potrero Canyon, bottom of valley above old ranch headquarters	34.395833	-118.650000	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA709378" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC53689	Azolla filiculoides	Ernest C. Twisselmann		12734		2439364	2439364	August 26, 1966.	Kern	792 m	Sierra Nevada, the Greenhorn Range - Cedar Creek, 0.25 mile below the mouth of Lureau Creek	35.686980	-118.691867	Geolocate (copied from CAS644181)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC53689" target="_blank">View Details</a>	
JEPS	JEPS30313	Azolla filiculoides	Norma Baumback				2437791	2437791	May 06 1962	Madera		nw Madera City (1 mi s and 3 mi w of Dixieland Grammar School)	37.002710	-120.255710	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=JEPS30313" target="_blank">View Details</a>	
LA	LA206325	Azolla filiculoides	Peter H. Raven; Henry J. Thompson		14676	A	2436860	2436860	October 18 1959	Los Angeles	725 ft	Santa Monica Mountains, N arm of Malibu Lake	34.1114092697406	-118.755346664278	NAD 1927	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=LA206325" target="_blank">View Details</a>	
JEPS	JEPS111348	Azolla filiculoides	R. V. Lansdown				2454218	2454218	Apr 27 2007	Butte		Oroville Wildlife Area, W of Oroville. Complex of deep basins around the car park on the northern margin of the Wildlife Area.	39.466428	-121.659804	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=JEPS111348" target="_blank">View Details</a>	
SD	SD69569	Azolla filiculoides	Robert F. Thorne		36659		2439383	2439383	Sep 14, 1966	Los Angeles	53 m	Santa Catalina Island, Lower Middle Ranch Canyon, ca.75 miles above Ben Weston Beach, on surface of small shallow stream	33.366915	-118.470039	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD69569" target="_blank">View Details</a>	
SBBG	SBBG12498	Azolla filiculoides	E. R. Blakley		2680		2436644	2436644	16-Mar-1959	Santa Barbara	152 m	Lotusland Estate, corner of Coldsprings Rd and St Hwy 150	34.440700	-119.659200		<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG12498" target="_blank">View Details</a>	
CHSC	CHSC117705	Azolla microphylla	Lowell Ahart		21342		2457636	2457636	2016-09-04	Butte	30 m	Rice field. Peter Ahart Ranch, about 2 miles north and 1/2 mile east of Honcut, about 12 miles (air) south of Oroville.	39.360833	-121.529444	NULL	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC117705" target="_blank">View Details</a>	
IRVC	IRVC20498	Azolla filiculoides	Fred M. Roberts, M. L. Polek		1149		2445655	2445655	Nov 16 1983	Orange	2 m	Upper Newport Back Bay, near Bayside Dr., 1.0km SSW Bayview School, 3.0km W UCI campus center, Newport Beach	33.646765	-117.874603	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=IRVC20498" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC53692	Azolla filiculoides	John Thomas Howell		44108		2439800	2439800	Nov. 5, 1967	Kern	822 m	Sierra Nevada - Flood bed of the Kern River 2 miles above Kernville	35.778661	-118.437650	Google Earth (copied from CAS621469)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC53692" target="_blank">View Details</a>	
CHSC	CHSC95989	Azolla microphylla	Lowell Ahart		13562		2454146	2454146	2007-02-14	Butte	49 m	Dredge ponds along the east side of Wilson Creek, about 1/2 mile north of the Honcut Cemetary, about 3 3/4 miles (air) northeast of Honcut.	39.351667	-121.478056	NULL	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC95989" target="_blank">View Details</a>	
RSA	RSA625292	Azolla microphylla	Mary DeDecker		5704		2445964	2445964	1984-09-20	Inyo	1165m	Owens Valley. West of LA Aqueduct, spring field south of Citrus (Mazourka) Road, southeast of Independence	36.797300	-118.179300	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA625292" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66248	Azolla mexicana	Ernest C. Twisselmann		6632		2437578	2437578	October 5, 1961	Kern	152 m	Kern River at Hart Memorial Park	35.450879	-118.910321	Google Earth (copied from UCD92629)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66248" target="_blank">View Details</a>	
UCR	UCR43227	Azolla filiculoides	David J. Keil, E. A. Wise		16309		2445153	2445153	1982-Jul-2	San Luis Obispo		Central Coast, Nipomo Mesa area west of Pomeroy Rd along Black Lake Canyon trail	35.056940	-120.547780	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR43227" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66245	Azolla mexicana	Gordon H. True		5172		2440574	2440574	Dec. 18, 1969	Nevada	396 m	Reservoir on tributary to Dry Creek on Lime Kiln Rd. just E. of Banner Grange	39.092592	-121.111746	Geolocate (copied from CAS880509)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66245" target="_blank">View Details</a>	
IRVC	IRVC26110	Azolla filiculoides	A. C. Sanders, Mark Elvin, Dave Fleitner		27137		2452858	2452858	Aug 06 2003	Los Angeles	280 m	Newhall Ranch, Santa Clara Riverbed, below confluence of Castaic Creek, east of Del Valle NE end of Santa Susana Mtns.	34.418611	-118.636944	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=IRVC26110" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66256	Azolla mexicana	Lowell Ahart	s.n.			2442422	2442422	Jan. 9, 1975	Butte	60 m	Near North Honcut Creek, 2 miles N & 3 miles E of Honcut	39.364722	-121.475833	(copied from CHSC46038)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66256" target="_blank">View Details</a>	
UC	UC1302459	Azolla filiculoides	Robert F. Thorne and P. C. Everett		33484		2438433	2438433	Feb 7 1964	Los Angeles	152 m	seepage pool below dam Middle Canyon Creek; Santa Catalina Isl.	33.356396	-118.445900	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UC1302459" target="_blank">View Details</a>	
CHSC	CHSC36303	Azolla filiculoides	M. S. Taylor; L. Ahart, J. Jokerst		4370		2445088	2445088	1982-04-28	Butte	19 m	Ca. 1/2 mi s of HQ on Graylodge Waterfowl Refuge, ca. 12 mi sw of Gridley.	39.315278	-121.827222	NAD 1983	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC36303" target="_blank">View Details</a>	
UC	UC1562367	Azolla filiculoides	Lowell Ahart		6473		2448032	2448032	May 20 1990	Butte	30 m	ca. 4 1/2 mi sw of Oroville (ca. 1/4 mi s of Feather River, ca. 4/10 mi w of Pacific Heights Rd.)	39.446500	-121.622800	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UC1562367" target="_blank">View Details</a>	
SD	SD238395	Azolla filiculoides	Jon P. Rebman, W. Schmidtmann & G. Kenney		26625		2456434	2456434	May 21, 2013	San Diego	24 m	Camp Pendleton: south-central portion of Base; Training Area SMR2; northeast of the intersection of Vandegrift Blvd. and Basilone Road; along the southeast side of the Santa Margarita River	33.318290	-117.335600	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD238395" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66250	Azolla mexicana	Ernest C. Twisselmann		16271		2440497	2440497	October 2, 1969	Tulare	121 m	Deer Creek, 8.4 miles east of Pixley	35.964737	-119.142190	Terrain Navigator 1:24,000 (copied from JEPS60773)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66250" target="_blank">View Details</a>	
UCSB	UCSB40957	Azolla filiculoides	Baley, Dave				2444728	2444728	1981-05-03	Santa Barbara	228 m	Approximately 2/3 mile southeast of Rancho San Fernando Rey along extreme southeast edge of Lake Cachuma, in an area 200 yards either side of drainage of unnamed creek between dirt road and water's edge on 4/26/1981	34.548800	-119.897500	NAD83	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCSB40957" target="_blank">View Details</a>	
SD	SD171259	Azolla filiculoides	Jeannie Gregory, Joe Barth		1834		2453575	2453575	Jul 23, 2005	San Diego	601 m	Town of Alpine, Viejas West private property, 1.6 miles WSW of Viejas Mountain summit, 0.6 miles NW of intersection of Anderson Road and Victoria Drive	32.856730	-116.753580	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD171259" target="_blank">View Details</a>	
CHSC	CHSC31523	Azolla microphylla	L. Ahart		1015		2442837	2442837	1976-02-28	Butte	57 m	Near North Honcut Creek. Ca. 2.5 mi n and 3 mi e of Honcut.	39.357222	-121.488333	NAD 1983	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC31523" target="_blank">View Details</a>	
RSA	RSA595164	Azolla filiculoides	Steve Boyd		8693		2450199	2450199	1996-04-25	Los Angeles	915m	Liebre Mountains, Knapp Ranch area at upper end of Castaic Creek drainage in broad alluvial valley at head of Cienaga Canyon, south of Liebre Mountain.	34.679167	-118.665278	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA595164" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC183576	Azolla filiculoides	James R. Shevock		11087		2446149	2446149	24 Mar 1985	Kern	1036 m	Grapevine Canyon, east base of Owens Peak and east of L.A. Aqueduct	35.725000	-117.900000	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC183576" target="_blank">View Details</a>	
UCR	UCR99570	Azolla filiculoides	Julie A. Greene, Steve Boyd, D. Bramlet, H. Flores, H. Ochoterana		1418		2449178	2449178	1993-Jul-9	Riverside	433 m	San Jacinto Valley, San Jacinto Wildlife Area [northwest of Lakeview]	33.850000	-117.133330	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR99570" target="_blank">View Details</a>	
UC	UC1792816	Azolla	A. C. Sanders		20557		2450559	2450559	Apr 20 1997	Kern	762 m	San Emigdio Range: San Emigdio Ranch, along dirt road from San Emidgio Canyon south to Los Lobos Creek	34.948890	-119.214720	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UC1792816" target="_blank">View Details</a>	
UCR	UCR214668	Azolla filiculoides	A. C. Sanders, Dan S. Cooper		38155		2455317	2455317	2010-Apr-30	Los Angeles	24 m	South Coast, Madrona Marsh, Torrance	33.826110	-118.342780	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR214668" target="_blank">View Details</a>	
CHSC	CHSC103016	Azolla microphylla	Lowell Ahart		16412		2455113	2455113	2009-10-08	Butte	19 m	In a deep large ditch, on the east side of the road, about 20 yards east of Parking Lot 13, Gray Lodge Waterfowl Management Area, about 7 miles (air) southwest of Gridley.	39.308889	-121.837222	NULL	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC103016" target="_blank">View Details</a>	
SBBG	SBBG17387	Azolla filiculoides	E. R. Blakley		6095		2438237	2438237	26-Jul-1963	Santa Barbara	335 m	N fork of La Brea Crk 0.25 mi S of Webber Ranch	34.916400	-120.143100		<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG17387" target="_blank">View Details</a>	
CDA	CDA42499	Azolla filiculoides	F. J. Willmarth	s.n.			2436295	2436324	Apr 1958	Riverside	0 m	Reservoir, Hemet Valley.	33.666640	-116.693690	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CDA42499" target="_blank">View Details</a>	
GH	GH376896	Azolla mexicana	Steven Ela				2442049	2442049	summer 1974	Unknown		Graylodge State Waterfowl Area	39.317158	-121.816096	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=GH376896" target="_blank">View Details</a>	
SBBG	SBBG116284	Azolla filiculoides	R. Burgess, P. Munro		1159		2449180	2449180	11-Jul-1993	Ventura	152 m	Santa Clara River flood plain, E of Fillmore Fish Hatchery	34.389000	-118.871000		<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG116284" target="_blank">View Details</a>	
CHSC	CHSC27	Azolla filiculoides	M. Anthony				2437706	2437706	1962-02-10	Butte	36 m	Oxbow Lake inlet, e. of Sacramento River.	39.730278	-121.946667	NAD 1983	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC27" target="_blank">View Details</a>	
CHSC	CHSC46166	Azolla filiculoides	Lowell Ahart		708		2442488	2442488	1975-03-16	Placer	41 m	About 1/2 mile north-east of the intersection of Wise Road and McCortney Road, north-east of Lincoln.	38.931667	-121.240556	NAD 1983	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC46166" target="_blank">View Details</a>	
CHSC	CHSC46039	Azolla microphylla	Lowell Ahart		699		2442438	2442438	1975-01-25	Colusa	30 m	On the south side of Norman Road, about 1 mile west of Princeton.	39.406389	-122.030278	NAD 1983	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC46039" target="_blank">View Details</a>	
UCSB	UCSB28464	Azolla filiculoides	Russum, J.				2441829	2441829	1973-05-26	Santa Cruz	149 m	Below Hazel Rd., Boulder Creek	37.125580	-122.127410	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCSB28464" target="_blank">View Details</a>	
SD	SD178109	Azolla microphylla	A. C. Sanders, Mark Elvin		25227		2452446	2452446	Jun 20, 2002	Los Angeles	289 m	Northeast end of Santa Susan Mountains; Santa Clara riverbed at confluence with Castaic Creek, near and above bench mark 926, at foot of bluffs on south side of river.	34.200000	-118.626670	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD178109" target="_blank">View Details</a>	
SBBG	SBBG32137	Azolla filiculoides	R. N. Philbrick with R. F. Thorne	B	67	-223	2439629	2439629	18-May-1967	Los Angeles		lower Middle Ranch Cyn crk	33.364600	-118.466100		<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG32137" target="_blank">View Details</a>	
GH	GH376895	Azolla mexicana	Steven Ela				2442414	2442414	summer 1975	Unknown		Graylodge State Waterfowl Area	39.317158	-121.816096	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=GH376895" target="_blank">View Details</a>	
UCR	UCR245000	Azolla filiculoides	Jon P. Rebman, Victoria Marshall, Tom Barckley		24995		2456105	2456105	2012-Jun-26	San Diego	930 m	Peninsular Range, Cleveland National Forest, vicinity of Buckman Springs, NE of Morena Reservoir, southeast of Morena Stokes Valley/Corral Canyon Road and west of Buckman Springs Road, along streambed. Square: S22	32.704810	-116.506500	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR245000" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66235	Azolla filiculoides	Lowell Ahart		3214		2444875	2444875	Sept. 27, 1981	Butte	80 - 80m m	North-east of Palermo	39.464444	-121.471389	(copied from CHSC34148)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66235" target="_blank">View Details</a>	
UCR	UCR265434	Azolla filiculoides	Ann Howald, Christina Freeman		3411		2457175	2457175	2015-Jun-1	Sonoma	362 m	Inner North Coast Ranges, Annadel State Park, Ledson Marsh, northwest corner, south of Marsh Trail	38.410970	-122.601530	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR265434" target="_blank">View Details</a>	
UCD	UCD146925	Azolla filiculoides	Chuck Hughes		307		2456049	2456049	1 May 2012	Mendocino	403 m	Little Lake Valley, north of Willits.	39.448053	-123.341445	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCD146925" target="_blank">View Details</a>	
SEINET	SEINET4142883	Azolla filiculoides	R. G. Swinney		9335		2454719	2454719	9 9 2008	Los Angeles	960m	San Gabriel Mtns. Little Rock Creek, 0.2 mil north of Little Rock Reservoir. (Pacifico Mountain 7.5' Q.).; 0	34.487220	-118.021940	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SEINET4142883" target="_blank">View Details</a>	
SD	SD230943	Azolla filiculoides	James Shevock		11087		2446149	2446149	Mar 24, 1985	Kern	1036 m	Eastern slope of the Southern Sierra Nevada. Grapevine Canyon, east base of Owens Peak and east of L.A. Aqueduct.	35.725000	-117.900000	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD230943" target="_blank">View Details</a>	
RSA	RSA790529	Azolla filiculoides	James R. Shevock		11087		2446149	2446149	1985-03-24	Kern	1037m	Eastern slope of the Southern Sierra Nevada: Grapevine Canyon, east base of Owens Peak and east of L.A. Aqueduct.	35.725000	-117.900000	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA790529" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC53687	Azolla filiculoides	Ernest C. Twisselmann		8431		2438192	2438192	June 11, 1963.	Kern	1188 m	Tehachapi-Kernville Region - Erskine Creek, Piute Mountains	35.611390	-118.489720	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC53687" target="_blank">View Details</a>	
UCD	UCD42045	Azolla filiculoides	Geri Hulse-Stephens		633		2452066	2452066	5 Jun 2001	Lake	944 m	Goat Mountain. Bear Wallow.	39.233333	-122.716667	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCD42045" target="_blank">View Details</a>	
SD	SD231449	Azolla filiculoides	Jon P. Rebman, Victoria Marshall & Tom Barckley		24995		2456105	2456105	Jun 26, 2012	San Diego	929 m	Cleveland National Forest: vicinity of Buckman Springs, NE of Morena Reservoir; south of Morena Stokes Valley/Corral Canyon Rd. and west of Buckman Springs Road; along streambed	32.704820	-116.506470	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD231449" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66246	Azolla mexicana	Philip Carlstroem	s.n.			2440544	2440544	November 18, 1969	Lake		SE of Kelseyville on road to Hoberg's at Cold Ceek	38.926300	-122.803970	GoogleMaps via BerkeleyMapper	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66246" target="_blank">View Details</a>	
SBBG	SBBG132775	Azolla filiculoides	R. Burgess, M. Elvin		7708		2454282	2454282	30-Jun-2007	Ventura	4 m	Santa Clara River Channel, 3-400 m N of Victoria St Bridge	34.236100	-119.216400		<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG132775" target="_blank">View Details</a>	
OBI	OBI80009	Azolla microphylla	David J. Keil, with V. L. Holland		31809		2456456	2456456	6/12/2013	San Luis Obispo		Adelaida Cellars Vineyard and Walnut Grove	35.648333	-120.805486	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=OBI80009" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66255	Azolla mexicana	M. S. Taylor; L. Ahart; J. Jokerst		4370		2445088	2445088	28/IV/1982	Butte	19 m	Pennington quad., ca. 1/2 mi s of HQ on Graylodge Waterfowl Refuge, ca. 12 mi sw of Gridley	39.320090	-121.805760	BerkeleyMapper (rlm)	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66255" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66258	Azolla mexicana	Lowell Ahart	s.n.			2442488	2442488	March 16, 1975	Placer	41 m	About 1/2 to 1/2 miles NE of intersection on Wise and McCourtney Road north of Lincoln	38.939880	-121.261000	GoogleMaps via BerkeleyMapper	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66258" target="_blank">View Details</a>	
SBBG	SBBG85802	Azolla filiculoides	C. C. Forbes		1373		2447000	2447000	23-Jul-1987	Santa Barbara		railroad tracks N of San Antonio Crk, W of Test Pad 2; Vandenberg Air Force Base	34.794000	-120.609000		<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG85802" target="_blank">View Details</a>	
UCR	UCR12631	Azolla filiculoides	Margaret-Lee Dean	s.n.			2438843	2438843	1965-Mar-23	San Bernardino	793 m	Mojave Desert, Mojave River at Oro Grande	34.600280	-117.347780	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR12631" target="_blank">View Details</a>	
UCR	UCR163039	Azolla filiculoides	A. C. Sanders, T. B. Salvato		31776		2453651	2453651	2005-Oct-7	San Diego	3 m	South Coast, Buena Vista Lagoon Ecological Reserve, Oceanside, NW side of lagoon near Audubon Nature Center at Hill St./Carlsbad Blvd.	33.169170	-117.356670	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR163039" target="_blank">View Details</a>	
RSA	RSA621124	Azolla microphylla	Mary DeDecker		3047		2441713	2441713	1973-01-30	Inyo	1170 m	Owens Valley: Artesian well ca. one mile east of Independence.	36.799100	-118.142200	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA621124" target="_blank">View Details</a>	
UCD	UCD136020	Azolla filiculoides	Henry M. Pollard	s.n.			2437927	2437927	19 Sep 1962	Ventura		Ventura River Basin, in Coyote Creek, ca. 1/4 mile north of Ventura River bridge, Foster Park.	34.359000	-119.316000	NAD27	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCD136020" target="_blank">View Details</a>	
SEINET	SEINET6188358	Azolla filiculoides	David Keil		14272	-1	2444903	2444903	10 25 1981	San Luis Obispo		Just west of junction of Huasna and Branch Mill Road east of Arroyo Grande	35.124386	-120.575877		<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SEINET6188358" target="_blank">View Details</a>	
SD	SD228015	Azolla filiculoides	Jon P. Rebman, W. Schmidtmann, J. Green, V. Marshall,T. Barckley		24620		2456079	2456079	May 31, 2012	San Diego	60 m	Lake Hodges area: south of Escondido and east of Rancho Santa Fe; east of Del Dios Highway in the canyon to the southwest of the Lake just below the dam	33.043760	-117.130670	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD228015" target="_blank">View Details</a>	
